,Sigla Empresa,Nombre,Año,Número de Mes,Origen,Nombre.1,Ciudad Origen,Pais Origen,Destino,Nombre.2,Ciudad Destino,Pais Destino,Tráfico (N/I),Pasajeros
5430,VVC,FAST COLOMBIA SAS,2023,1,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,77.0
5431,VVC,FAST COLOMBIA SAS,2023,1,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,117.0
5432,VVC,FAST COLOMBIA SAS,2023,1,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,6.0
5433,VVC,FAST COLOMBIA SAS,2023,1,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,20.179
5434,VVC,FAST COLOMBIA SAS,2023,1,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,61.0
5435,VVC,FAST COLOMBIA SAS,2023,1,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,11.0
5436,VVC,FAST COLOMBIA SAS,2023,1,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,6.522
5437,VVC,FAST COLOMBIA SAS,2023,1,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,582.0
5438,VVC,FAST COLOMBIA SAS,2023,1,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,205.0
5439,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,21.0
5440,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,38.0
5441,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,5.0
5442,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,589.0
5443,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,51.0
5444,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,1.0
5445,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,20.0
5446,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,7.0
5447,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,1.0
5448,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,1.903
5449,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,1.0
5450,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,4.0
5451,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,119.0
5452,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,32.0
5453,VVC,FAST COLOMBIA SAS,2023,1,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,24.0
5454,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,146.0
5455,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,19.0
5456,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,131.0
5457,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,61.0
5458,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,11.0
5459,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,63.0
5460,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,409.0
5461,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,60.0
5462,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,3.135
5463,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,86.0
5464,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,125.0
5465,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,22.0
5466,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,RCH,ALMIRANTE PADILLA,RIOHACHA,COLOMBIA,N,1.0
5467,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,194.0
5468,VVC,FAST COLOMBIA SAS,2023,1,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,N,4.0
6164,1ED,SARPA S.A.S,2022,12,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,304.0
6165,1ED,SARPA S.A.S,2022,12,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,220.0
6167,1ED,SARPA S.A.S,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,I,275.0
6185,1ED,SARPA S.A.S,2022,12,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,131.0
6202,1ED,SARPA S.A.S,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,I,210.0
6204,1ED,SARPA S.A.S,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,47.0
6835,6AF,ALIANSA,2022,12,7IY,HATO SAN JOSE,LA PRIMAVERA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,9.0
6836,6AF,ALIANSA,2022,12,9DI,SAN FELIPE,SAN FELIPE,COLOMBIA,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,N,35.0
6837,6AF,ALIANSA,2022,12,ACR,ARARACUARA,ARARACUARA,COLOMBIA,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,N,2.0
6838,6AF,ALIANSA,2022,12,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,25.0
6839,6AF,ALIANSA,2022,12,GYM,GUAYMARAL,CHIA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,0.0
6840,6AF,ALIANSA,2022,12,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,9DI,SAN FELIPE,SAN FELIPE,COLOMBIA,N,22.0
6841,6AF,ALIANSA,2022,12,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,N,5.0
6842,6AF,ALIANSA,2022,12,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,18.0
6843,6AF,ALIANSA,2022,12,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,N,55.0
6844,6AF,ALIANSA,2022,12,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,62.0
6845,6AF,ALIANSA,2022,12,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,21.0
6846,6AF,ALIANSA,2022,12,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,9.0
6847,6AF,ALIANSA,2022,12,MVP,MITU,MITU,COLOMBIA,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,N,8.0
6848,6AF,ALIANSA,2022,12,MVP,MITU,MITU,COLOMBIA,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,N,11.0
6849,6AF,ALIANSA,2022,12,MVP,MITU,MITU,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,7.0
6850,6AF,ALIANSA,2022,12,MVP,MITU,MITU,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,32.0
6851,6AF,ALIANSA,2022,12,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,ACR,ARARACUARA,ARARACUARA,COLOMBIA,N,9.0
6852,6AF,ALIANSA,2022,12,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,7.0
6853,6AF,ALIANSA,2022,12,TAR,TARAIRA,TARAIRA,COLOMBIA,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,N,15.0
6854,6AF,ALIANSA,2022,12,TAR,TARAIRA,TARAIRA,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,9.0
6855,6AF,ALIANSA,2022,12,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,7IY,HATO SAN JOSE,LA PRIMAVERA,COLOMBIA,N,9.0
6856,6AF,ALIANSA,2022,12,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,GYM,GUAYMARAL,CHIA,COLOMBIA,N,1.0
6857,6AF,ALIANSA,2022,12,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,N,11.0
6858,6AF,ALIANSA,2022,12,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,17.0
6859,AAL,AMERICAN,2022,12,ABQ,ALBUQUERQUE INTL SUNPORT,NUEVO MEXICO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,15.0
6860,AAL,AMERICAN,2022,12,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,425.0
6861,AAL,AMERICAN,2022,12,AEX,ALEXANDRIA INTERNATIONAL AIRPORT,ALEXANDRIA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
6862,AAL,AMERICAN,2022,12,ANU,"ANTIGUA  LEEWARDS V.C.BIRD,",ST. JOHN'S,ANTIGUA AND BARBUDA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,5.0
6863,AAL,AMERICAN,2022,12,ARN,ARLAND,ESTOCOLMO,SUECIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,1.0
6864,AAL,AMERICAN,2022,12,ATL,HARTSFIELD JACKSON ATLANTA INTL,ATLANTA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,76.0
6865,AAL,AMERICAN,2022,12,ATL,HARTSFIELD JACKSON ATLANTA INTL,ATLANTA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,317.0
6866,AAL,AMERICAN,2022,12,AUH,ABU DHABI,ABU DHABI,EMIRATOS ARABE,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,1.0
6867,AAL,AMERICAN,2022,12,AUH,ABU DHABI,ABU DHABI,EMIRATOS ARABE,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,12.0
6868,AAL,AMERICAN,2022,12,AUS,AUSTIN/ROBERT/MUELLER MUNICIPA,TEXAS,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,123.0
6869,AAL,AMERICAN,2022,12,AUS,AUSTIN/ROBERT/MUELLER MUNICIPA,TEXAS,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,189.0
6870,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,BHM,BIRMINGHAM INTL,ALABAMA,ESTADOS UNIDOS,I,1.0
6871,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,CVG,COVINGTON - CINCINNATI,CINCINATTI,ESTADOS UNIDOS,I,6.0
6872,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,DOH,DOHA,QATAR,QATAR,I,8.0
6873,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,EZE,MINISTRO PISTARINI,EZEIZA,ARGENTINA,I,1.0
6874,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,IST,ISTANBUL AIRPORT,ESTAMBUL,TURQUIA,I,1.0
6875,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,2.0
6876,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,3.336
6877,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,NAS,NASSAU INTL,NASSAU,BAHAMAS,I,1.0
6878,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,1.0
6879,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,21.0
6880,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,I,24.0
6881,AAL,AMERICAN,2022,12,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,29.0
6882,AAL,AMERICAN,2022,12,BCN,BARCELONA,BARCELONA,ESPANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,44.0
6883,AAL,AMERICAN,2022,12,BCN,BARCELONA,BARCELONA,ESPANA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,35.0
6884,AAL,AMERICAN,2022,12,BCN,BARCELONA,BARCELONA,ESPANA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,38.0
6885,AAL,AMERICAN,2022,12,BDL,BRADLEY INTL,CONNECTICUT,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
6886,AAL,AMERICAN,2022,12,BDL,BRADLEY INTL,CONNECTICUT,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,58.0
6887,AAL,AMERICAN,2022,12,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,5.0
6888,AAL,AMERICAN,2022,12,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,2.0
6889,AAL,AMERICAN,2022,12,BHM,BIRMINGHAM INTL,ALABAMA,ESTADOS UNIDOS,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,1.0
6890,AAL,AMERICAN,2022,12,BHM,BIRMINGHAM INTL,ALABAMA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,5.0
6891,AAL,AMERICAN,2022,12,BHM,BIRMINGHAM INTL,ALABAMA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,24.0
6892,AAL,AMERICAN,2022,12,BHM,BIRMINGHAM INTL,ALABAMA,ESTADOS UNIDOS,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,I,1.0
6893,AAL,AMERICAN,2022,12,BMI,NORMAL,ILLINOIS,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,4.0
6894,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ABQ,ALBUQUERQUE INTL SUNPORT,NUEVO MEXICO,ESTADOS UNIDOS,I,5.0
6895,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AMA,LA AMALIA,CIENAGA,COLOMBIA,N,3.0
6896,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ATL,HARTSFIELD JACKSON ATLANTA INTL,ATLANTA,ESTADOS UNIDOS,I,68.0
6897,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AUS,AUSTIN/ROBERT/MUELLER MUNICIPA,TEXAS,ESTADOS UNIDOS,I,109.0
6898,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,33.0
6899,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BDL,BRADLEY INTL,CONNECTICUT,ESTADOS UNIDOS,I,7.0
6900,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,I,2.0
6901,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BHM,BIRMINGHAM INTL,ALABAMA,ESTADOS UNIDOS,I,6.0
6902,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BOI,GOWEN FLD,IDAHO,ESTADOS UNIDOS,I,1.0
6903,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BOS,GEN.EDWARD L.LOGAN,BOSTON,ESTADOS UNIDOS,I,177.0
6904,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BWI,BALTIMORE WASHINGTON INTERNAL,MARYLAND,ESTADOS UNIDOS,I,22.0
6905,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,I,58.0
6906,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CHS,CHARLESTON AFB INTL,CHARLESTON,ESTADOS UNIDOS,I,25.0
6907,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CID,CHIPPEWA CO INTL,SAUL STE,ESTADOS UNIDOS,I,1.0
6908,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CLE,CLEVELAND HOPKINS,OHIO,ESTADOS UNIDOS,I,20.0
6909,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CLT,CHARLOTTE DOUGLAS INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,I,286.0
6910,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CMH,PORT COLUMBUS INTERNATIONAL,OHIO,ESTADOS UNIDOS,I,14.0
6911,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,17.0
6912,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CVG,COVINGTON - CINCINNATI,CINCINATTI,ESTADOS UNIDOS,I,23.0
6913,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DAY,JAMES COX,DAYTON,ESTADOS UNIDOS,I,4.0
6914,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DEN,STAPLETON  INT,COLORADO,ESTADOS UNIDOS,I,65.0
6915,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DFW,DALLAS,DALAS,ESTADOS UNIDOS,I,2.514
6916,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DOH,DOHA,QATAR,QATAR,I,22.0
6917,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DTW,WAYNE COUNTY,DETROIT,ESTADOS UNIDOS,I,4.0
6918,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ELP,EL PAILON,CANDELARIA,COLOMBIA,N,32.0
6919,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,EWR,NEWARK LIBERTY INTL,NEW YORK,ESTADOS UNIDOS,I,54.0
6920,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,EYW,KEY WEST INTL,FLORIDA,ESTADOS UNIDOS,I,3.0
6921,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FAT,FRESNO YOSEMITE INTL,FRESNO YOSEMITE,ESTADOS UNIDOS,I,14.0
6922,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,8.0
6923,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FPO,ORLY,PARIS,FRANCIA,I,2.0
6924,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,I,5.0
6925,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GCM,GRAND CAYMAN ( CITY ),GRAN CAYMAN,ISLAS CAYMAN,I,1.0
6926,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GEO,TIMERHI,GEORGETOWN,GUYANA,I,32.0
6927,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GND,MAURICE BISHOP,GRANADA,ESPANA,I,2.0
6928,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GNV,JR ALISON,GAINESVILLE,ESTADOS UNIDOS,I,2.0
