,Sigla Empresa,Nombre,Año,Número de Mes,Origen,Nombre.1,Ciudad Origen,Pais Origen,Destino,Nombre.2,Ciudad Destino,Pais Destino,Tráfico (N/I),Pasajeros
6929,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GRR,KENT COUNTRY,MICHIGAN,ESTADOS UNIDOS,I,2.0
6930,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GSO,PIEDMONT TRIAD INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,I,38.0
6931,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,HEL,HELITAXI,BOGOTA,COLOMBIA,N,49.0
6932,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,HNL,"OAHU, HI",HONOLULU,ESTADOS UNIDOS,I,9.0
6933,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,I,59.0
6934,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IAH,WILLAM P HOBBY TX,HOUSTON,ESTADOS UNIDOS,I,50.0
6935,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ICN,INTERNATIONAL INCHEON,INCHEON,KOREA,I,3.0
6936,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IND,INDIANAPOLIS INTERNATIONAL,INDIANA,ESTADOS UNIDOS,I,28.0
6937,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IST,ISTANBUL AIRPORT,ESTAMBUL,TURQUIA,I,2.0
6938,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,JAN,JACKSON,JACKSON,ESTADOS UNIDOS,I,16.0
6939,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,JAX,JACKSONVILLE INTERNAL AIRPORT,FLORIDA,ESTADOS UNIDOS,I,40.0
6940,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,1.481
6941,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,KIN,NORMAN MANLEY INTL,KINGSTON,JAMAICA,I,5.0
6942,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LAS,LAS VEGAS,LAS VEGAS,ESTADOS UNIDOS,I,94.0
6943,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,315.0
6944,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LFT,LA FLORESTA,YAGUARA,COLOMBIA,N,2.0
6945,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,40.0
6946,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LIT,ADAMS FIELD,ARKANSAS,ESTADOS UNIDOS,I,16.0
6947,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,54.0
6948,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MAF,MIDLAND INTL,TEXAS,ESTADOS UNIDOS,I,13.0
6949,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MBJ,SANGSTER INTL,MONTEJO BAY,JAMAICA,I,8.0
6950,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MCI,SIN ACTUALIZAR,KANSAS CITY,ESTADOS UNIDOS,I,133.0
6951,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,232.0
6952,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MEM,MEMPHIS INTERNATIONATIONAL,MEMPHIS,ESTADOS UNIDOS,I,91.0
6953,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,1.0
6954,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MGA,MANAGUA INTL,MANAGUA,NICARAGUA,I,2.0
6955,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,5.39
6956,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MID,MANUEL CRECENCIO INTERNACIONAL,MERIDA,MEXICO,I,1.0
6957,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MKE,GENERAL MITCHELL INTL,WISCONSIN,ESTADOS UNIDOS,I,37.0
6958,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MLI,QUAD CITY,ILLINOIS,ESTADOS UNIDOS,I,1.0
6959,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MSN,SAN PABLO - VAUPES,MITU,COLOMBIA,N,5.0
6960,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MSP,MINNEAPOLIS ST PAUL INTL,MINNEAPOLIS,ESTADOS UNIDOS,I,136.0
6961,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MSY,MOISANT FIED,NEW ORLEANS,ESTADOS UNIDOS,I,46.0
6962,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MTY,GENERAL MARIANO ESCOBEDO INTL,MONTERREY,MEXICO,I,2.0
6963,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NAS,NASSAU INTL,NASSAU,BAHAMAS,I,61.0
6964,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NRT,NARITA,TOKIO,JAPON,I,15.0
6965,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,OKC,WILL ROGERS WORLDS,OKLAHOMA,ESTADOS UNIDOS,I,3.0
6966,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,OMA,EPPLEY AFLD,NEBRASKA,ESTADOS UNIDOS,I,7.0
6967,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ONT,ONTARIO INTERNATIONAL,CALIFORNIA,ESTADOS UNIDOS,I,6.0
6968,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ORD,O .HARE,CHICAGO,ESTADOS UNIDOS,I,267.0
6969,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ORF,NORFOLKVA BEACH,NORFOLKVA BEACH,ESTADOS UNIDOS,I,4.0
6970,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PAP,PORT AU PRINCE INTL,PUERTO PRINCIPE,HAITI,I,8.0
6971,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PDX,PORTLAND INTL,OREGON,ESTADOS UNIDOS,I,57.0
6972,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PEK,BEIJING,BEIJING,CHINA,I,3.0
6973,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PHL,"PHILADELPHIA INTL, PA.",PHILADELPHIA,ESTADOS UNIDOS,I,142.0
6974,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PHX,SKY HARBORT INTERNATIONAL,ARIZONA,ESTADOS UNIDOS,I,142.0
6975,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PIT,INTER PITTSBURGH,PITTSBURGH,ESTADOS UNIDOS,I,3.0
6976,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PLS,TOBASIA,PUERTO LOPEZ,COLOMBIA,N,2.0
6977,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PNS,PENSACALA REGIONAL,PENSACOLA,ESTADOS UNIDOS,I,15.0
6978,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,POS,PIARCO,PUERTO ESPANA,TRINIDAD Y TOBAGO,I,4.0
6979,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PTP,LE RAIZET,POINTE A PITRE,ANTILLAS FRANCESAS,I,2.0
6980,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,I,141.0
6981,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,RIC,INTER RICHMOND,RICHMOND,ESTADOS UNIDOS,I,5.0
6982,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,RNO,RENO INTER,RENO,ESTADOS UNIDOS,I,26.0
6983,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,3.0
6984,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SAN,LINDBERGH FIELD,SAN DIEGO,ESTADOS UNIDOS,I,46.0
6985,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SAT,"SAN ANTONIO / INTL, TX.",SAN ANTONIO,ESTADOS UNIDOS,I,17.0
6986,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SAV,HILTON HEAD INTERNATIONAL,GEORGIA,ESTADOS UNIDOS,I,2.0
6987,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,12.0
6988,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SDF,LOUIS VILLE / STANDIFORD,KENTUCKY,ESTADOS UNIDOS,I,20.0
6989,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,1.0
6990,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SEA,SEATTLE,SEATTLE,ESTADOS UNIDOS,I,139.0
6991,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,I,152.0
6992,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SGF,SPRINGFIELD BRANSON NATL,SPRINGFIELD,ESTADOS UNIDOS,I,1.0
6993,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SJD,SAN JOSE DEL CABO / INTL,SAN JOSE DEL CABO,MEXICO,I,2.0
6994,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,55.0
6995,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SKB,GOLDEN ROCK,SAINT KITTS,SAINT KITTS,I,4.0
6996,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SMF,SACRAMENTO,SACRAMENTO,ESTADOS UNIDOS,I,25.0
6997,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SNA,JOHN WAYNE,SANTA ANA,ESTADOS UNIDOS,I,21.0
6998,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,STL,ST. LOUIS,SAINT LOUIS,ESTADOS UNIDOS,I,27.0
6999,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SXM,PRINCESS JULIANA INTL,SAN MARTIN,ANTILLAS HOLANDESAS,I,1.0
7000,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SYD,KINGSFORD SMITH,SYDNEY,AUSTRALIA,I,47.0
7001,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,TLH,REGIONAL,FLORIDA,ESTADOS UNIDOS,I,14.0
7002,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,TLV,BEN GURION,TEL AVIV,ISRAEL,I,30.0
7003,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,TPA,TAMPA INTL,TAMPA,ESTADOS UNIDOS,I,194.0
7004,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,TUL,TULSA INTERNACIONAL,OKLAHOMA,ESTADOS UNIDOS,I,50.0
7005,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,TUS,TUCSON INTERNATIONAL AIRPORT,ARIZONA,ESTADOS UNIDOS,I,11.0
7006,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,UVF,HEWANORRA INTERNATIONAL AIRPORT,VIEUX FORT QUARTER,SAINT LUCIA,I,1.0
7007,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,I,40.0
7008,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,CANADA,I,37.0
7009,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YYC,"CALGARY INTL,ALTA",CALGARY,CANADA,I,55.0
7010,AAL,AMERICAN,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,36.0
7011,AAL,AMERICAN,2022,12,BOS,GEN.EDWARD L.LOGAN,BOSTON,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,141.0
7012,AAL,AMERICAN,2022,12,BOS,GEN.EDWARD L.LOGAN,BOSTON,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,998.0
7013,AAL,AMERICAN,2022,12,BSB,PRESIDENTE JUSCELINO KUBITSCHEK,BRASILIA,BRASIL,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,2.0
7014,AAL,AMERICAN,2022,12,BTV,BURLINGTON INTL,VERMONT,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,1.0
7015,AAL,AMERICAN,2022,12,BWI,BALTIMORE WASHINGTON INTERNAL,MARYLAND,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,29.0
7016,AAL,AMERICAN,2022,12,BWI,BALTIMORE WASHINGTON INTERNAL,MARYLAND,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,56.0
7017,AAL,AMERICAN,2022,12,BZE,PHILIP S W GOLDSON INTL,BELIZE,BELIZE,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,4.0
7018,AAL,AMERICAN,2022,12,CAE,METROPOLITAN,CAROLINA DEL SUR,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,4.0
7019,AAL,AMERICAN,2022,12,CAP,CAMPO ALEGRE,SAN LUIS DE PALENQUE,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,1.0
7020,AAL,AMERICAN,2022,12,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,9.0
7021,AAL,AMERICAN,2022,12,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,20.0
7022,AAL,AMERICAN,2022,12,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,17.0
7023,AAL,AMERICAN,2022,12,CHA,CHICORAL ESTRA,EL ESPINAL,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,2.0
7024,AAL,AMERICAN,2022,12,CHS,CHARLESTON AFB INTL,CHARLESTON,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,6.0
7025,AAL,AMERICAN,2022,12,CHS,CHARLESTON AFB INTL,CHARLESTON,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,41.0
7026,AAL,AMERICAN,2022,12,CID,CHIPPEWA CO INTL,SAUL STE,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,2.0
7027,AAL,AMERICAN,2022,12,CLE,CLEVELAND HOPKINS,OHIO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,34.0
7028,AAL,AMERICAN,2022,12,CLE,CLEVELAND HOPKINS,OHIO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,29.0
7029,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,7.0
7030,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,I,0.0
7031,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,I,5.0
7032,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,DOH,DOHA,QATAR,QATAR,I,1.0
7033,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,DXB,INTERNATIONAL DUBAI,DUBAI,EMIRATOS ARABE,I,1.0
7034,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,EWR,NEWARK LIBERTY INTL,NEW YORK,ESTADOS UNIDOS,I,0.0
7035,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,FDF,AÉROPORT INTERNATIONAL MARTINIQUE A,AIME CESAIRE,ANTILLAS FRANCESAS,I,2.0
7036,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,I,9.0
7037,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,HAV,JOSE MARTI INTL,HABANA,CUBA,I,2.0
7038,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,0.0
7039,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,KIN,NORMAN MANLEY INTL,KINGSTON,JAMAICA,I,3.0
7040,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,0.0
7041,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,26.0
7042,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,7.0
7043,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,2.0
7044,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,7.617
7045,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MSY,MOISANT FIED,NEW ORLEANS,ESTADOS UNIDOS,I,0.0
7046,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,I,1.0
7047,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,NAS,NASSAU INTL,NASSAU,BAHAMAS,I,5.0
7048,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,NRT,NARITA,TOKIO,JAPON,I,0.0
7049,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,PHX,SKY HARBORT INTERNATIONAL,ARIZONA,ESTADOS UNIDOS,I,0.0
7050,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,POS,PIARCO,PUERTO ESPANA,TRINIDAD Y TOBAGO,I,1.0
7051,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,UVF,HEWANORRA INTERNATIONAL AIRPORT,VIEUX FORT QUARTER,SAINT LUCIA,I,1.0
7052,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,I,6.0
7053,AAL,AMERICAN,2022,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,13.0
7054,AAL,AMERICAN,2022,12,CLT,CHARLOTTE DOUGLAS INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,248.0
7055,AAL,AMERICAN,2022,12,CLT,CHARLOTTE DOUGLAS INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,1.094
7056,AAL,AMERICAN,2022,12,CMH,PORT COLUMBUS INTERNATIONAL,OHIO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,8.0
7057,AAL,AMERICAN,2022,12,CMH,PORT COLUMBUS INTERNATIONAL,OHIO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,16.0
7058,AAL,AMERICAN,2022,12,CMI,UNIV OF ILLINOIS WILLARD,CHAMPAIGN,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,3.0
7059,AAL,AMERICAN,2022,12,COS,COLORADO SPRINGS MUNICIPAL,COLORADO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
7060,AAL,AMERICAN,2022,12,CRP,CORPUS CHRISTI,TEXAS,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,4.0
7061,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,AMS,SCHIPHOL,AMSTERDAM,HOLANDA,I,4.0
7062,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,ANU,"ANTIGUA  LEEWARDS V.C.BIRD,",ST. JOHN'S,ANTIGUA AND BARBUDA,I,1.0
7063,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,ATL,HARTSFIELD JACKSON ATLANTA INTL,ATLANTA,ESTADOS UNIDOS,I,263.0
7064,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,AUS,AUSTIN/ROBERT/MUELLER MUNICIPA,TEXAS,ESTADOS UNIDOS,I,160.0
7065,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BDL,BRADLEY INTL,CONNECTICUT,ESTADOS UNIDOS,I,20.0
7066,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BHM,BIRMINGHAM INTL,ALABAMA,ESTADOS UNIDOS,I,18.0
7067,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BOS,GEN.EDWARD L.LOGAN,BOSTON,ESTADOS UNIDOS,I,205.0
7068,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BWI,BALTIMORE WASHINGTON INTERNAL,MARYLAND,ESTADOS UNIDOS,I,83.0
7069,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,I,1.0
7070,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CHS,CHARLESTON AFB INTL,CHARLESTON,ESTADOS UNIDOS,I,23.0
7071,AAL,AMERICAN,2022,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CLE,CLEVELAND HOPKINS,OHIO,ESTADOS UNIDOS,I,43.0
